Trial_1,Trial_2,Trial_3,Trial_4,Trial_5,Trial_6,Trial_7,Trial_8,Trial_9,Trial_10,Trial_11,Trial_12,Trial_13,Trial_14,Trial_15,Trial_16,Trial_17,Trial_18,Trial_19,Trial_20,Trial_21,Trial_22,Trial_23,Trial_24,Trial_25,Trial_26,Trial_27,Trial_28,Trial_29,Trial_30,Trial_31,Trial_32,Trial_33,Trial_34,Trial_35,Trial_36,Trial_37,Trial_38,Trial_39,Trial_40,Trial_41,Trial_42,Trial_43,Trial_44,Trial_45,Trial_46,Trial_47,Trial_48,Trial_49,Trial_50,Trial_51,Trial_52,Trial_53,Trial_54,Trial_55,Trial_56,Trial_57,Trial_58,Trial_59,Trial_60,Trial_61,Trial_62,Trial_63,Trial_64,Trial_65,Trial_66,Trial_67,Trial_68,Trial_69,Trial_70,Trial_71,Trial_72,Trial_73,Trial_74,Trial_75,Trial_76,Trial_77,Trial_78,Trial_79,Trial_80,Trial_81,Trial_82,Trial_83,Trial_84,Trial_85,Trial_86,Trial_87,Trial_88,Trial_89,Trial_90,Trial_91,Trial_92,Trial_93,Trial_94,Trial_95,Trial_96,Trial_97,Trial_98,Trial_99,Trial_100
 ,3.32, , , , , , , , , , , , , , , , , , ,2.21, ,3.29, , , , , , , ,3.29,1.49, , , , , , , , , ,2.21, , , , , ,3.3, , , , , , , , , , , ,5.03, , , , , , , , ,4.97, , , , , , , , ,1.46, , ,3.31,3.32, , , , , ,11.11, , , ,2.22, , , , ,3.34, , , 
 ,3.98, , , , , , , , , , , , , , , , , , ,2.65, ,3.95, , , , , , , ,3.95,1.79, , , , , , , , , ,2.65, , , , , ,3.96, , , , , , , , , , , ,6.04, , , , , , , , ,5.96, , , , , , , , ,1.17, , ,2.65,3.98, , , , , , , , , ,1.78, , , , ,4.01, , , 
 ,3.18, , , , , , , , , , , , , , , , , , ,2.12, ,4.74, , , , , , , ,4.74,2.15, , , , , , , , , ,3.18, , , , , ,4.75, , , , , , , , , , , ,4.83, , , , , , , , ,7.15, , , , , , , , ,1.4, , ,3.18,3.18, , , , , , , , , ,1.42, , , , ,3.21, , , 
 ,3.82, , , , , , , , , , , , , , , , , , ,1.7, ,3.79, , , , , , , ,3.79,2.58, , , , , , , , , ,2.54, , , , , ,5.7, , , , , , , , , , , ,5.8, , , , , , , , ,8.58, , , , , , , , ,1.68, , ,3.82,2.54, , , , , , , , , ,1.7, , , , ,3.85, , , 
 ,4.58, , , , , , , , , , , , , , , , , , ,1.36, ,3.03, , , , , , , ,4.55,3.1, , , , , , , , , ,2.03, , , , , ,6.84, , , , , , , , , , , ,6.96, , , , , , , , ,6.86, , , , , , , , ,1.34, , ,4.58,3.05, , , , , , , , , ,1.36, , , , ,3.08, , , 
 ,5.5, , , , , , , , , , , , , , , , , , ,1.09, ,3.64, , , , , , , ,5.46,2.48, , , , , , , , , ,2.44, , , , , ,5.47, , , , , , , , , , , ,5.57, , , , , , , , ,5.49, , , , , , , , ,1.07, , ,3.66,3.66, , , , , , , , , ,1.63, , , , ,3.7, , , 
 ,4.4, , , , , , , , , , , , , , , , , , ,0.87, ,2.91, , , , , , , ,4.37,2.98, , , , , , , , , ,2.93, , , , , ,6.56, , , , , , , , , , , ,4.46, , , , , , , , ,6.59, , , , , , , , ,1.28, , ,4.39,4.39, , , , , , , , , ,1.96, , , , ,4.44, , , 
 ,5.28, , , , , , , , , , , , , , , , , , , , ,3.49, , , , , , , ,3.5,3.58, , , , , , , , , ,3.52, , , , , ,5.25, , , , , , , , , , , ,3.57, , , , , , , , ,5.27, , , , , , , , ,1.02, , ,5.27,3.51, , , , , , , , , ,2.35, , , , ,3.55, , , 
 ,4.22, , , , , , , , , , , , , , , , , , , , ,4.19, , , , , , , ,4.2,2.86, , , , , , , , , ,2.82, , , , , ,6.3, , , , , , , , , , , ,4.28, , , , , , , , ,6.32, , , , , , , , ,0.82, , ,6.32,4.21, , , , , , , , , ,2.82, , , , ,4.26, , , 
 ,5.06, , , , , , , , , , , , , , , , , , , , ,5.03, , , , , , , ,3.36,2.29, , , , , , , , , ,3.38, , , , , ,5.04, , , , , , , , , , , ,5.14, , , , , , , , ,7.58, , , , , , , , , , , ,7.58,5.05, , , , , , , , , ,2.26, , , , ,3.41, , , 
 ,6.07, , , , , , , , , , , , , , , , , , , , ,4.02, , , , , , , ,4.03,1.83, , , , , , , , , ,4.06, , , , , ,4.03, , , , , , , , , , , ,6.17, , , , , , , , ,9.1, , , , , , , , , , , ,9.1,6.06, , , , , , , , , ,2.71, , , , ,4.09, , , 
 ,4.86, , , , , , , , , , , , , , , , , , , , ,3.22, , , , , , , ,4.84,2.2, , , , , , , , , ,4.87, , , , , ,4.84, , , , , , , , , , , ,7.4, , , , , , , , ,10.92, , , , , , , , , , , ,10.92,4.85, , , , , , , , , ,2.17, , , , ,3.27, , , 
 ,3.89, , , , , , , , , , , , , , , , , , , , ,2.58, , , , , , , ,5.81,2.64, , , , , , , , , ,5.84, , , , , ,5.81, , , , , , , , , , , ,8.88, , , , , , , , , , , , , , , , , , , , , ,5.82, , , , , , , , , ,2.6, , , , ,2.62, , , 
 ,4.67, , , , , , , , , , , , , , , , , , , , ,2.06, , , , , , , ,6.97,3.17, , , , , , , , , ,4.67, , , , , ,6.97, , , , , , , , , , , ,7.1, , , , , , , , , , , , , , , , , , , , , ,6.98, , , , , , , , , ,3.12, , , , ,2.1, , , 
 ,5.6, , , , , , , , , , , , , , , , , , , , ,2.47, , , , , , , ,5.58,3.8, , , , , , , , , ,5.6, , , , , ,5.58, , , , , , , , , , , ,8.52, , , , , , , , , , , , , , , , , , , , , ,5.58, , , , , , , , , ,3.74, , , , ,1.68, , , 
 ,6.72, , , , , , , , , , , , , , , , , , , , ,2.96, , , , , , , ,4.46,4.56, , , , , , , , , ,6.72, , , , , ,6.7, , , , , , , , , , , ,10.22, , , , , , , , , , , , , , , , , , , , , ,6.7, , , , , , , , , ,2.99, , , , ,2.02, , , 
 ,8.06, , , , , , , , , , , , , , , , , , , , ,3.55, , , , , , , ,5.35,3.65, , , , , , , , , ,5.38, , , , , ,5.36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.36, , , , , , , , , ,3.59, , , , ,1.62, , , 
 ,6.45, , , , , , , , , , , , , , , , , , , , ,2.84, , , , , , , ,4.28,2.92, , , , , , , , , ,6.46, , , , , ,4.29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.29, , , , , , , , , ,4.31, , , , ,1.3, , , 
 ,7.74, , , , , , , , , , , , , , , , , , , , ,2.27, , , , , , , ,5.14,2.34, , , , , , , , , ,5.17, , , , , ,3.43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.15, , , , , , , , , ,3.45, , , , ,1.04, , , 
 ,9.29, , , , , , , , , , , , , , , , , , , , ,2.72, , , , , , , ,6.17,2.81, , , , , , , , , ,6.2, , , , , ,2.74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.18, , , , , , , , , ,2.76, , , , ,0.83, , , 
 ,7.43, , , , , , , , , , , , , , , , , , , , ,2.18, , , , , , , ,4.94,3.37, , , , , , , , , ,7.44, , , , , ,3.29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.94, , , , , , , , , ,3.31, , , , , , , , 
 ,5.94, , , , , , , , , , , , , , , , , , , , ,2.62, , , , , , , ,5.93,4.04, , , , , , , , , ,8.93, , , , , ,3.95, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.95, , , , , , , , , ,3.97, , , , , , , , 
 ,4.75, , , , , , , , , , , , , , , , , , , , ,3.14, , , , , , , ,4.74,3.23, , , , , , , , , ,7.14, , , , , ,4.74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.74, , , , , , , , , ,4.76, , , , , , , , 
 ,5.7, , , , , , , , , , , , , , , , , , , , ,3.77, , , , , , , ,5.69,2.58, , , , , , , , , ,8.57, , , , , ,5.69, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.79, , , , , , , , , ,5.71, , , , , , , , 
 ,4.56, , , , , , , , , , , , , , , , , , , , ,3.02, , , , , , , ,4.55,2.06, , , , , , , , , ,6.86, , , , , ,4.55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.55, , , , , , , , , ,6.85, , , , , , , , 
 ,3.65, , , , , , , , , , , , , , , , , , , , ,3.62, , , , , , , ,3.64,1.65, , , , , , , , , ,5.49, , , , , ,5.46, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.46, , , , , , , , , ,5.48, , , , , , , , 
 ,4.38, , , , , , , , , , , , , , , , , , , , ,4.34, , , , , , , ,4.37,1.32, , , , , , , , , ,4.39, , , , , ,4.37, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.55, , , , , , , , , ,4.38, , , , , , , , 
 ,5.26, , , , , , , , , , , , , , , , , , , , ,5.21, , , , , , , ,5.24,1.06, , , , , , , , , ,3.51, , , , , ,5.24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.86, , , , , , , , , ,5.26, , , , , , , , 
 ,4.21, , , , , , , , , , , , , , , , , , , , ,6.25, , , , , , , ,6.29,1.27, , , , , , , , , ,2.81, , , , , ,4.19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.29, , , , , , , , , ,6.31, , , , , , , , 
 ,5.05, , , , , , , , , , , , , , , , , , , , ,7.5, , , , , , , ,7.55,1.52, , , , , , , , , ,3.37, , , , , ,5.03, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.03, , , , , , , , , ,7.57, , , , , , , , 
 ,6.06, , , , , , , , , , , , , , , , , , , , ,6.0, , , , , , , ,9.06,1.82, , , , , , , , , ,2.7, , , , , ,4.02, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.04, , , , , , , , , ,6.06, , , , , , , , 
 ,7.27, , , , , , , , , , , , , , , , , , , , ,7.2, , , , , , , ,7.25,2.18, , , , , , , , , ,3.24, , , , , ,4.82, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.25, , , , , , , , , ,7.27, , , , , , , , 
 ,8.72, , , , , , , , , , , , , , , , , , , , ,8.64, , , , , , , ,5.8,2.62, , , , , , , , , ,2.59, , , , , ,3.86, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.7, , , , , , , , , ,5.82, , , , , , , , 
 ,10.46, , , , , , , , , , , , , , , , , , , , ,10.37, , , , , , , ,6.96,3.14, , , , , , , , , ,2.07, , , , , ,4.63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.96, , , , , , , , , ,4.66, , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.57,3.77, , , , , , , , , ,1.66, , , , , ,3.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.35, , , , , , , , , ,5.59, , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.68,4.52, , , , , , , , , ,1.99, , , , , ,4.44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10.02, , , , , , , , , ,6.71, , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.02,3.62, , , , , , , , , ,1.59, , , , , ,3.55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.05, , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9.62,4.34, , , , , , , , , ,1.27, , , , , ,4.26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.44, , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11.54,3.47, , , , , , , , , ,1.02, , , , , ,5.11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.73, , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.16, , , , , , , , , ,1.22, , , , , ,6.13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9.28, , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.99, , , , , , , , , ,1.46, , , , , ,7.36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.42, , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.99, , , , , , , , , ,1.17, , , , , ,8.83, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.9, , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.79, , , , , , , , , ,0.94, , , , , ,7.06, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10.68, , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.75, , , , , , , , , , , , , , , ,8.47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.9, , , , , , , , , , , , , , , ,6.78, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.28, , , , , , , , , , , , , , , ,8.14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9.94, , , , , , , , , , , , , , , ,6.51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.95, , , , , , , , , , , , , , , ,5.21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.36, , , , , , , , , , , , , , , ,4.17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.63, , , , , , , , , , , , , , , ,3.34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.1, , , , , , , , , , , , , , , ,2.67, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.32, , , , , , , , , , , , , , , ,3.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.86, , , , , , , , , , , , , , , ,2.56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.03, , , , , , , , , , , , , , , ,2.05, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.44, , , , , , , , , , , , , , , ,2.46, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10.13, , , , , , , , , , , , , , , ,1.97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.89, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.09, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.89, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.77, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.78, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.08, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.06, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.87, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.68, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.78, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9.34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11.21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
