Trial_1,Trial_2,Trial_3,Trial_4,Trial_5,Trial_6,Trial_7,Trial_8,Trial_9,Trial_10,Trial_11,Trial_12,Trial_13,Trial_14,Trial_15,Trial_16,Trial_17,Trial_18,Trial_19,Trial_20,Trial_21,Trial_22,Trial_23,Trial_24,Trial_25,Trial_26,Trial_27,Trial_28,Trial_29,Trial_30,Trial_31,Trial_32,Trial_33,Trial_34,Trial_35,Trial_36,Trial_37,Trial_38,Trial_39,Trial_40,Trial_41,Trial_42,Trial_43,Trial_44,Trial_45,Trial_46,Trial_47,Trial_48,Trial_49,Trial_50,Trial_51,Trial_52,Trial_53,Trial_54,Trial_55,Trial_56,Trial_57,Trial_58,Trial_59,Trial_60,Trial_61,Trial_62,Trial_63,Trial_64,Trial_65,Trial_66,Trial_67,Trial_68,Trial_69,Trial_70,Trial_71,Trial_72,Trial_73,Trial_74,Trial_75,Trial_76,Trial_77,Trial_78,Trial_79,Trial_80,Trial_81,Trial_82,Trial_83,Trial_84,Trial_85,Trial_86,Trial_87,Trial_88,Trial_89,Trial_90,Trial_91,Trial_92,Trial_93,Trial_94,Trial_95,Trial_96,Trial_97,Trial_98,Trial_99,Trial_100
6.66,8.15,6.66,6.67,5.46,8.14,6.65,8.13,6.66,8.13, ,4.47,9.96,8.14,4.44,5.44, ,6.67,4.45, , ,5.45, ,4.45,8.14, ,8.13, ,6.67, ,8.13,5.46, , ,6.64, , ,9.94,4.45,6.66,9.93,8.13, , ,8.13, ,6.67,6.67,5.46,6.67,6.66,5.45,3.64, ,6.66,4.45,8.15,6.65,4.44,5.44,8.15, , , ,5.46,8.15,6.67,3.64,6.66,4.46,8.15,8.14,5.45,8.14,6.67,5.46,8.15,9.94,6.66,8.14,5.45,8.14, ,5.43, , ,6.66,9.93,8.14,4.45, , ,6.67,9.94, , , ,8.13,8.14,5.46
5.99,8.97,7.33,7.34,6.01,7.33,5.98,8.94,7.33,8.94, ,4.92,8.96,7.33,4.88,4.9, ,7.34,4.9, , ,6.0, ,4.0,7.33, ,7.32, ,6.0, ,8.94,6.01, , ,5.98, , ,10.93,4.9,5.99,8.94,8.94, , ,8.94, ,6.0,6.0,4.91,6.0,5.99,6.0,4.0, ,5.99,4.9,7.33,7.32,4.88,4.9,7.33, , , ,6.01,7.33,7.34,4.0,7.33,4.91,7.33,8.95,4.9,8.95,7.34,4.91,7.33,8.95,5.99,7.33,4.9,7.33, ,5.97, , ,5.99,10.92,8.95,4.9, , ,6.0,8.95, , , ,8.94,8.95,6.01
5.39,9.87,8.06,8.07,6.61,8.06,5.38,9.83,6.6,8.05, ,4.43,9.86,8.06,5.37,5.39, ,6.61,5.39, , ,5.4, ,4.4,6.6, ,6.59, ,5.4, ,8.05,6.61, , ,5.38, , , ,4.41,5.39,9.83,9.83, , ,9.83, ,6.6,6.6,4.42,5.4,6.59,5.4,4.4, ,5.39,4.41,6.6,6.59,5.37,4.41,8.06, , , ,6.61,8.06,8.07,3.6,8.06,4.42,8.06,9.85,5.39,8.05,6.61,4.42,8.06,9.85,5.39,6.6,5.39,8.06, ,6.57, , ,5.39, ,9.85,4.41, , ,6.6,8.05, , , ,9.83,8.05,5.41
5.93,10.86,8.87,7.26,5.95,8.87,4.84,8.85,7.26,8.86, ,3.99,10.85,8.87,5.91,5.93, ,7.27,5.93, , ,5.94, ,4.84,7.26, ,7.25, ,5.94, ,8.86,7.27, , ,4.84, , , ,4.85,4.85,8.85,10.81, , ,10.81, ,7.26,5.94,3.98,4.86,5.93,5.94,3.96, ,5.93,4.85,5.94,7.25,5.91,4.85,7.25, , , ,7.27,8.87,7.26,3.24,8.87,4.86,8.87,8.86,5.93,8.86,5.95,4.86,8.87,8.86,5.93,5.94,5.93,8.87, ,5.91, , ,4.85, ,10.84,4.85, , ,5.94,7.24, , , ,10.81,7.24,5.95
6.52, ,9.76,7.99,5.35,9.76,4.36,7.96,6.53,9.75, ,4.39, ,7.98,6.5,6.52, ,6.54,6.52, , ,6.53, ,4.36,6.53, ,7.98, ,6.53, ,9.75,8.0, , ,5.32, , , ,5.34,5.34,9.74, , , , , ,6.53,5.35,3.58,5.35,5.34,5.35,3.56, ,5.34,4.36,6.53,7.98,6.5,5.34,7.98, , , ,8.0,7.98,7.99,2.92,7.98,5.35,7.98,7.97,5.34,9.75,5.35,4.37,7.98,9.75,6.52,6.53,6.52,9.76, ,6.5, , ,4.36, , ,5.34, , ,5.35,6.52, , , , ,7.96,6.55
7.17, ,8.78,7.19,4.81,10.74,3.92,7.16,5.88,8.77, ,4.83, ,8.78,7.15,7.17, ,7.19,7.17, , ,7.18, ,3.92,7.18, ,7.18, ,7.18, ,8.77,7.2, , ,5.85, , , ,4.81,5.87,8.77, , , , , ,5.88,5.89,3.22,5.89,4.81,5.89,3.2, ,5.87,4.8,5.88,8.78,7.15,5.87,7.18, , , ,8.8,8.78,7.19,2.63,8.78,4.81,8.78,7.17,4.81,10.73,4.81,3.93,8.78,10.73,7.17,7.18,5.87,8.78, ,7.15, , ,4.8, , ,4.81, , ,5.89,5.87, , , , ,7.16,7.21
7.89, ,7.9,6.47,4.33, ,3.53,6.44,5.29,7.89, ,4.35, ,9.66,7.87,6.45, ,7.91,6.45, , ,6.46, ,3.53,6.46, ,7.9, ,6.46, ,7.89,6.48, , ,5.26, , , ,5.29,6.46,7.89, , , , , ,6.47,6.48,3.54,5.3,4.33,6.48,2.88, ,6.46,5.28,5.29,9.66,6.43,5.28,7.9, , , ,7.92,7.9,6.47,2.89,9.66,5.29,7.9,7.89,5.29, ,5.29,3.54,9.66, ,7.89,6.46,5.28,9.66, ,7.87, , ,5.28, , ,4.33, , ,5.3,6.46, , , , ,6.44,6.49
7.1, ,7.11,7.12,4.76, ,3.88,5.8,4.76,8.68, ,4.79, ,10.63,8.66,7.1, ,8.7,7.1, , ,7.11, ,3.88,5.81, ,7.11, ,5.81, ,8.68,7.13, , ,4.73, , , ,5.82,5.81,8.68, , , , , ,7.12,5.83,3.89,4.77,4.76,7.13,3.17, ,7.11,5.81,4.76,8.69,5.79,4.75,8.69, , , ,8.71,8.69,7.12,3.18,10.63,5.82,8.69,7.1,5.82, ,5.82,3.89,8.69, ,8.68,5.81,4.75,8.69, ,7.08, , ,4.75, , ,4.76, , ,4.77,5.81, , , , ,7.08,5.84
7.81, ,6.4,6.41,4.28, ,3.49,6.38,5.24,7.81, ,5.27, , ,9.53,7.81, ,7.83,6.39, , ,6.4, ,3.49,6.39, ,7.82, ,5.23, ,7.81,6.42, , ,5.2, , , ,6.4,5.23,9.55, , , , , ,7.83,6.41,3.5,5.25,5.24,6.42,3.49, ,6.4,6.39,5.24,7.82,5.21,4.27,9.56, , , ,9.58,9.56,6.41,3.5, ,5.24,9.56,6.39,6.4, ,6.4,4.28,9.56, ,7.81,6.39,5.23,7.82, ,7.79, , ,4.27, , ,5.24, , ,5.25,5.23, , , , ,6.37,6.42
8.59, ,7.04,7.05,3.85, ,3.14,7.02,5.76,8.59, ,5.8, , ,8.58,8.59, ,7.05,7.03, , ,7.04, ,3.14,5.75, ,7.04, ,5.75, ,7.03,5.78, , ,5.72, , , ,7.04,5.75,10.51, , , , , ,7.05,5.77,3.15,4.72,5.76,7.06,3.84, ,7.04,7.03,4.72,7.04,4.69,4.7,8.6, , , ,10.54,10.52,7.05,3.85, ,5.76,10.52,5.75,5.76, ,7.04,4.71,8.6, ,7.03,5.75,4.71,8.6, ,7.01, , ,4.7, , ,4.72, , ,5.78,5.75, , , , ,7.01,7.06
9.45, ,6.34,6.34,3.46, ,2.83,7.72,6.34,9.45, ,6.38, , ,9.44,9.45, ,7.76,6.33, , ,6.34, ,3.45,6.33, ,7.74, ,5.17, ,6.33,5.2, , ,6.29, , , ,7.74,6.33, , , , , , ,7.76,5.19,2.83,5.19,6.34,7.77,4.22, ,6.34,6.33,4.25,7.74,5.16,4.23,7.74, , , , , ,7.76,3.46, ,5.18, ,5.17,5.18, ,6.34,5.18,7.74, ,7.73,5.17,5.18,9.46, ,6.31, , ,5.17, , ,4.25, , ,6.36,5.17, , , , ,7.71,7.77
10.4, ,6.97,5.71,3.81, ,3.11,6.95,6.97,10.4, ,5.74, , ,8.5,10.4, ,6.98,5.7, , ,5.71, ,3.1,5.7, ,8.51, ,4.65, ,5.7,4.68, , ,6.92, , , ,6.97,6.96, , , , , , ,8.54,4.67,2.55,5.71,5.71,8.55,4.64, ,6.97,5.7,4.68,8.51,5.68,4.65,6.97, , , , , ,6.98,3.81, ,4.66, ,5.69,5.7, ,6.97,5.7,6.97, ,6.96,5.69,4.66,10.41, ,5.68, , ,5.69, , ,4.68, , ,5.72,5.69, , , , ,8.48,8.55
 , ,7.67,5.14,4.19, ,3.42,7.65,7.67, , ,6.31, , ,9.35, , ,6.28,6.27, , ,5.14, ,3.41,6.27, ,7.66, ,5.12, ,5.13,4.21, , ,6.23, , , ,6.27,7.66, , , , , , ,9.39,4.2,2.81,6.28,5.14,9.41,4.18, ,6.27,5.13,4.21,7.66,5.11,5.12,6.27, , , , , ,7.68,3.43, ,5.13, ,6.26,5.13, ,6.27,6.27,6.27, ,6.26,5.12,5.13, , ,6.25, , ,5.12, , ,5.15, , ,6.29,5.12, , , , ,9.33,9.41
 , ,6.9,5.65,4.61, ,3.08,8.42,6.9, , ,5.68, , ,10.29, , ,6.91,5.64, , ,5.65, ,3.75,5.64, ,6.89, ,4.61, ,4.62,3.79, , ,5.61, , , ,5.64,6.89, , , , , , ,8.45,4.62,3.09,5.65,4.63,8.47,3.76, ,5.64,5.64,4.63,6.89,5.62,4.61,5.64, , , , , ,8.45,3.09, ,5.64, ,5.63,5.64, ,5.64,6.9,5.64, ,5.63,5.63,4.62, , ,6.88, , ,4.61, , ,5.67, , ,5.66,5.63, , , , ,10.26,10.35
 , ,6.21,5.08,4.15, ,2.77,7.58,6.21, , ,5.11, , , , , ,6.22,6.2, , ,5.08, ,4.13,5.08, ,7.58, ,5.07, ,5.08,4.17, , ,6.17, , , ,5.08,7.58, , , , , , ,9.3,5.08,3.4,6.22,4.17,7.62,3.38, ,6.2,6.2,4.17,6.2,5.06,4.15,6.2, , , , , ,7.6,3.4, ,6.2, ,6.19,6.2, ,5.08,7.59,6.2, ,5.07,5.07,5.08, , ,7.57, , ,4.15, , ,5.1, , ,6.23,6.19, , , , , , 
 , ,6.83,5.59,4.57, ,2.49,8.34,5.59, , ,5.62, , , , , ,6.84,6.82, , ,5.59, ,3.72,5.59, ,8.34, ,5.58, ,4.57,4.59, , ,5.55, , , ,5.59,8.34, , , , , , ,10.23,4.57,3.06,6.84,3.75,6.86,3.04, ,5.58,6.82,3.75,6.82,4.55,4.57,5.58, , , , , ,8.36,3.06, ,6.82, ,6.81,5.58, ,4.57,8.35,6.82, ,4.56,4.56,5.59, , ,8.33, , ,4.57, , ,4.59, , ,5.61,6.81, , , , , , 
 , ,7.51,6.15,5.03, ,2.74,7.51,6.15, , ,6.18, , , , , ,7.52,7.5, , ,6.15, ,4.09,6.15, ,7.51, ,6.14, ,5.03,5.05, , ,6.11, , , ,6.15,7.51, , , , , , , ,4.11,2.75,6.16,4.13,7.55,2.74, ,5.02,7.5,3.37,6.14,4.09,4.11,6.14, , , , , ,7.52,2.75, ,7.5, ,7.49,6.14, ,5.03,7.51,6.14, ,5.02,5.02,5.03, , ,7.5, , ,5.03, , ,4.13, , ,5.05,6.13, , , , , , 
 , ,6.76,6.77,5.53, ,2.47,6.76,6.77, , ,6.8, , , , , ,8.27,8.25, , ,6.77, ,3.68,5.53, ,8.26, ,5.53, ,5.53,5.56, , ,6.72, , , ,6.77,6.76, , , , , , , ,4.52,2.47,5.54,3.72,8.31,2.47, ,5.52,8.25,3.03,5.53,3.68,3.7,5.53, , , , , ,8.27,2.47, ,8.25, ,6.74,6.75, ,4.53,8.26,6.75, ,5.52,4.52,4.53, , ,8.25, , ,4.53, , ,4.54, , ,5.56,5.52, , , , , , 
 , ,6.08,7.45,4.98, ,2.22,6.08,7.45, , ,6.12, , , , , ,9.1,7.42, , ,7.45, ,4.05,4.98, ,7.43, ,4.98, ,6.08,6.12, , ,7.39, , , ,7.45,7.44, , , , , , , ,4.97,2.22,6.09,3.35,9.14,2.72, ,6.07,7.42,3.33,4.98,4.05,3.33,4.98, , , , , ,7.44,2.72, ,9.08, ,6.07,6.07, ,4.98,7.43,7.43, ,4.97,4.97,4.98, , ,7.42, , ,4.98, , ,4.99, , ,5.0,4.97, , , , , , 
 , ,5.47,8.2,4.48, ,2.44,6.69,6.7, , ,5.51, , , , , ,10.01,8.16, , ,8.2, ,3.64,4.48, ,8.17, ,4.48, ,5.47,6.73, , ,8.13, , , ,8.2,8.18, , , , , , , ,5.47,2.44,6.7,3.69,8.23,2.45, ,6.68,6.68,3.0,5.48,4.46,3.66,5.48, , , , , ,6.7,2.99, ,8.17, ,6.68,6.68, ,5.48,6.69,8.17, ,5.47,5.47,4.48, , ,8.16, , ,4.48, , ,4.49, , ,4.5,4.47, , , , , , 
 , ,6.02,9.02,4.93, ,2.2,7.36,6.03, , ,6.06, , , , , , ,8.98, , ,9.02, ,4.0,4.93, ,7.35, ,4.93, ,4.92,6.06, , ,7.32, , , ,9.02,9.0, , , , , , , ,6.02,2.2,6.03,4.06,7.41,2.7, ,6.01,7.35,3.3,4.93,4.91,3.29,6.03, , , , , ,7.37,2.69, ,7.35, ,7.35,7.35, ,4.93,6.02,8.99, ,4.92,4.92,4.93, , ,8.98, , ,4.03, , ,4.94, , ,4.95,4.92, , , , , , 
 , ,5.42,8.12,5.42, ,2.42,8.1,5.43, , ,5.45, , , , , , ,8.08, , ,8.12, ,3.6,5.42, ,8.09, ,4.44, ,4.43,5.45, , ,6.59, , , ,8.12,9.9, , , , , , , ,5.42,1.98,5.43,4.47,6.67,2.97, ,5.41,6.61,3.63,5.42,4.42,2.96,5.43, , , , , ,6.63,2.42, ,6.61, ,6.61,6.61, ,5.42,6.62,8.09, ,5.41,5.41,4.44, , ,8.08, , ,3.63, , ,5.43, , ,4.45,4.43, , , , , , 
 , ,5.96,8.93,4.88, ,2.18,8.91,5.97, , ,4.9, , , , , , ,7.27, , ,8.93, ,3.96,4.88, ,8.9, ,4.0, ,3.99,4.9, , ,7.25, , , ,7.31,8.91, , , , , , , ,5.96,1.78,5.97,4.92,7.34,3.27, ,4.87,7.27,3.27,5.96,3.98,2.66,5.97, , , , , ,5.97,2.18, ,5.95, ,7.27,7.27, ,4.88,5.96,7.28, ,4.87,4.87,4.88, , ,7.27, , ,3.99, , ,4.89, , ,4.9,4.87, , , , , , 
 , ,6.56,9.82,5.37, ,1.96,9.8,6.57, , ,4.41, , , , , , ,8.0, , ,9.82, ,4.36,5.37, ,9.79, ,4.4, ,4.39,4.41, , ,6.52, , , ,8.04,9.8, , , , , , , ,6.56,1.6,5.37,4.43,6.61,3.6, ,4.38,6.54,3.6,6.56,4.38,2.39,5.37, , , , , ,6.57,2.4, ,6.55, ,6.54,8.0, ,4.39,5.36,8.01, ,5.36,5.36,4.39, , ,6.54, , ,4.39, , ,4.4, , ,4.41,4.38, , , , , , 
 , ,5.9,8.84,5.91, ,2.16,8.82,7.23, , ,4.85, , , , , , ,8.8, , ,8.84, ,3.92,4.83, ,8.81, ,4.84, ,3.95,4.85, , ,7.17, , , ,8.84,10.78, , , , , , , ,7.22,1.44,4.83,4.87,5.95,3.96, ,3.94,5.89,3.96,5.9,4.82,2.63,5.91, , , , , ,7.23,2.64, ,7.21, ,7.19,7.2, ,4.83,5.9,8.81, ,5.9,4.82,4.83, , ,7.19, , ,3.95, , ,3.96, , ,4.85,3.94, , , , , , 
 , ,6.49,7.96,6.5, ,2.38,7.94,7.95, , ,5.34, , , , , , ,9.68, , ,9.72, ,3.53,5.31, ,9.69, ,5.32, ,4.35,5.34, , ,7.89, , , ,9.72, , , , , , , , ,6.5,1.3,4.35,5.36,6.55,3.56, ,3.55,5.3,3.56,5.31,5.3,2.89,6.5, , , , , ,6.51,2.38, ,7.93, ,6.47,6.48, ,5.31,6.49,7.93, ,6.49,5.3,4.35, , ,6.47, , ,4.35, , ,4.36, , ,4.36,4.33, , , , , , 
 , ,7.14,7.16,5.85, ,2.62,7.15,8.75, , ,5.87, , , , , , ,8.71, , ,10.69, ,3.88,5.84, ,10.66, ,4.79, ,4.79,5.87, , ,7.1, , , ,8.75, , , , , , , , ,5.85,1.17,4.79,4.82,7.21,3.92, ,3.19,5.83,3.92,4.78,4.77,3.18,5.85, , , , , ,5.86,2.14, ,8.72, ,5.82,7.13, ,5.84,7.14,7.14, ,5.84,5.83,4.79, , ,7.12, , ,4.79, , ,4.8, , ,3.92,3.9, , , , , , 
 , ,6.43,7.88,6.44, ,2.88,7.87,9.63, , ,5.28, , , , , , ,7.84, , , , ,3.49,6.42, , , ,4.31, ,5.27,5.28, , ,6.39, , , ,7.87, , , , , , , , ,6.44,1.29,5.27,4.34,7.93,4.31, ,3.51,5.25,3.53,5.26,5.25,2.86,6.44, , , , , ,5.27,2.35, ,7.85, ,5.24,6.42, ,6.42,7.85,6.43, ,6.42,6.41,5.27, , ,6.41, , ,4.31, , ,4.32, , ,4.31,4.29, , , , , , 
 , ,7.07,8.67,7.08, ,3.17,7.08,8.67, , ,4.75, , , , , , ,7.06, , , , ,3.84,7.06, , , ,3.88, ,5.8,5.81, , ,5.75, , , ,7.08, , , , , , , , ,7.08,1.42,4.74,3.91,7.14,3.88, ,3.16,5.78,3.18,4.73,5.78,3.15,7.08, , , , , ,5.8,2.11, ,8.64, ,5.76,7.06, ,7.06,8.64,5.79, ,7.06,5.77,4.74, , ,7.05, , ,4.74, , ,4.75, , ,4.74,4.72, , , , , , 
 , ,6.36,7.8,6.37, ,2.85,7.79,9.54, , ,4.27, , , , , , ,7.77, , , , ,4.22,7.77, , , ,4.27, ,5.22,6.39, , ,6.33, , , ,6.37, , , , , , , , ,6.37,1.28,4.27,3.52,6.43,3.49, ,3.48,6.36,3.5,5.2,6.36,3.47,6.37, , , , , ,5.22,1.9, ,7.78, ,6.34,6.35, ,7.77,7.78,5.21, ,6.35,6.35,5.21, , ,7.76, , ,5.21, , ,5.23, , ,5.21,5.19, , , , , , 
 , ,5.72,7.02,7.01, ,3.14,8.57,8.59, , ,3.84, , , , , , ,6.99, , , , ,4.64,6.99, , , ,4.7, ,5.74,5.75, , ,5.7, , , ,5.73, , , , , , , , ,5.73,1.15,4.7,3.17,7.07,3.14, ,3.13,7.0,3.15,4.68,5.72,3.12,7.01, , , , , ,4.7,1.71, ,8.56, ,6.97,6.99, ,8.55,8.56,5.73, ,6.99,5.71,5.73, , ,8.54, , ,5.73, , ,5.75, , ,4.69,5.71, , , , , , 
 , ,6.29,6.32,7.71, ,3.45,9.43,7.73, , ,4.22, , , , , , ,7.69, , , , ,4.18,6.29, , , ,5.17, ,6.31,6.33, , ,5.13, , , ,6.3, , , , , , , , ,5.16,1.03,5.17,3.49,7.78,3.45, ,2.82,7.7,2.83,4.21,6.29,3.43,7.71, , , , , ,5.17,1.88, ,9.42, ,6.27,7.69, ,9.41,9.42,5.16, ,6.29,5.14,6.3, , ,7.69, , ,6.3, , ,6.33, , ,5.16,5.14, , , , , , 
