Trial_1,Trial_2,Trial_3,Trial_4,Trial_5,Trial_6,Trial_7,Trial_8,Trial_9,Trial_10,Trial_11,Trial_12,Trial_13,Trial_14,Trial_15,Trial_16,Trial_17,Trial_18,Trial_19,Trial_20,Trial_21,Trial_22,Trial_23,Trial_24,Trial_25,Trial_26,Trial_27,Trial_28,Trial_29,Trial_30,Trial_31,Trial_32,Trial_33,Trial_34,Trial_35,Trial_36,Trial_37,Trial_38,Trial_39,Trial_40,Trial_41,Trial_42,Trial_43,Trial_44,Trial_45,Trial_46,Trial_47,Trial_48,Trial_49,Trial_50,Trial_51,Trial_52,Trial_53,Trial_54,Trial_55,Trial_56,Trial_57,Trial_58,Trial_59,Trial_60,Trial_61,Trial_62,Trial_63,Trial_64,Trial_65,Trial_66,Trial_67,Trial_68,Trial_69,Trial_70,Trial_71,Trial_72,Trial_73,Trial_74,Trial_75,Trial_76,Trial_77,Trial_78,Trial_79,Trial_80,Trial_81,Trial_82,Trial_83,Trial_84,Trial_85,Trial_86,Trial_87,Trial_88,Trial_89,Trial_90,Trial_91,Trial_92,Trial_93,Trial_94,Trial_95,Trial_96,Trial_97,Trial_98,Trial_99,Trial_100
1.64,3.66,3.66,5.51,3.67,1.63,5.52,2.44,3.66,5.51,2.45,2.46,2.44,5.52,3.67,8.26,5.52,3.7,8.27,8.27,8.27, ,2.45,3.66,2.45,1.62,3.66,5.5,3.65,3.66,5.48,5.49,2.45,5.5,5.5,5.5,2.46,1.64,2.45,2.45,3.67,1.62,3.66,1.63,2.45,3.67,2.45, ,5.48,8.23,8.24,3.67,3.65,2.45,2.44,3.66,5.48,3.67,8.28,5.5,2.44,2.45,5.5,2.44, ,5.48,3.66,1.62, ,3.68,3.66,3.65, ,2.44,5.5,3.66,5.52,5.51,1.63,3.66,3.66,3.65,2.44,2.46,3.66,1.09,3.67,3.67,3.66,2.44,2.45,3.66,1.62,8.27,3.68,5.52,2.45,5.51,3.66,3.66
1.31,4.39,4.39,6.61,4.4,1.3,6.62,1.95,2.93,6.61,2.94,1.97,1.95,6.62,2.94,6.61,6.62,2.96,6.62,6.62,6.62, ,2.94,4.39,1.96,1.94,2.93,6.6,2.92,4.39,6.58,6.59,1.96,4.4,6.6,4.4,2.95,1.97,1.96,1.96,2.94,1.94,2.93,1.3,1.96,4.4,2.94, ,6.58,9.88,6.59,2.94,2.92,1.96,1.95,4.39,6.58,4.4,6.62,4.4,2.93,1.96,4.4,2.93, ,4.38,4.39,1.3, ,2.94,4.39,2.92, ,2.93,6.6,4.39,6.62,4.41,1.96,2.93,2.93,2.92,1.95,1.97,4.39,0.87,4.4,4.4,2.93,1.95,2.94,4.39,1.3,9.92,4.42,6.62,1.96,6.61,2.93,2.93
1.57,3.51,3.51,7.93,3.52,1.04,7.94,2.34,2.34,7.93,3.53,2.36,1.56,7.94,3.53,7.93,7.94,2.37,7.94,5.3,7.94, ,2.35,3.51,2.35,1.55,2.34,7.92,2.34,5.27,7.9,7.91,2.35,5.28,5.28,5.28,3.54,1.58,1.57,1.57,3.53,2.33,3.52,1.56,1.57,3.52,2.35, ,7.9,7.9,5.27,2.35,3.5,2.35,1.56,5.27,7.9,5.28,7.94,5.28,3.52,2.35,5.28,3.52, ,5.26,3.51,1.56, ,2.35,3.51,2.34, ,3.52,5.28,5.27,7.94,5.29,2.35,2.34,2.34,2.34,2.34,2.36,5.27, ,5.28,3.52,3.52,2.34,3.53,5.27,1.56,11.9,5.3,5.3,1.57,7.93,3.52,3.52
1.26,4.21,4.21,9.52,4.22,0.83,9.53,1.87,2.81,9.52,4.24,2.83,1.87,6.35,2.82,9.52,9.53,2.84,9.53,6.36,6.35, ,2.82,4.21,2.82,1.24,2.81,9.5,1.87,6.32,6.32,9.49,2.82,6.34,6.34,6.34,2.83,1.26,1.26,1.88,2.82,2.8,4.22,1.25,1.88,2.82,1.88, ,9.48,9.48,6.32,1.88,4.2,2.82,1.25,4.22,6.32,6.34,6.35,4.22,4.22,1.88,6.34,4.22, ,6.31,4.21,1.87, ,2.82,2.81,2.81, ,4.22,6.34,6.32,9.53,4.23,1.88,1.87,2.81,2.81,2.81,1.89,6.32, ,4.22,2.82,2.82,1.87,2.82,6.32,1.87, ,6.36,6.36,1.88,6.34,4.22,4.22
1.01,5.05,3.37,11.42,5.06, ,11.44,2.24,2.25,7.62,5.09,3.4,2.24,7.62,3.38,7.62,7.62,2.27,11.44,7.63,7.62, ,3.38,3.37,3.38,0.99,3.37,7.6,1.5,5.06,7.58,7.59,2.26,7.61,7.61,5.07,3.4,1.51,1.01,2.26,2.26,3.36,5.06,1.0,2.26,3.38,2.26, ,11.38,11.38,5.06,2.26,5.04,3.38,1.5,3.38,5.06,5.07,7.62,3.38,5.06,1.5,7.61,5.06, ,5.05,3.37,2.24, ,3.38,3.37,2.25, ,3.38,5.07,7.58,11.44,5.08,2.26,1.5,2.25,2.25,3.37,2.27,5.06, ,3.38,3.38,2.26,2.24,3.38,7.58,2.24, ,5.09,5.09,2.26,7.61,5.06,3.38
0.81,6.06,2.7, ,4.05, , ,1.79,2.7,9.14,4.07,2.72,1.79,9.14,2.7,6.1,6.1,1.82, ,9.16,9.14, ,2.7,4.04,4.06, ,2.7,6.08,1.2,6.07,9.1,6.07,2.71,9.13,6.09,6.08,4.08,1.81,1.21,2.71,1.81,4.03,4.05, ,2.71,2.7,2.71, , , ,6.07,2.71,4.03,4.06,1.8,2.7,6.07,4.06,6.1,2.7,4.05,1.8,6.09,6.07, ,4.04,4.04,1.79, ,4.06,2.7,2.7, ,2.7,4.06,9.1, ,6.1,2.71,1.8,2.7,1.8,2.7,1.82,4.05, ,4.06,2.7,1.81,1.79,2.7,6.06,2.69, ,6.11,6.11,2.71,9.13,6.07,4.06
 ,4.85,2.16, ,3.24, , ,2.15,3.24,10.97,3.26,3.26,2.15,10.97,2.16,7.32,7.32,2.18, ,10.99,7.31, ,2.16,3.23,3.25, ,2.16,4.86,1.44,7.28,7.28,7.28,3.25,10.96,7.31,4.86,3.26,1.45,1.45,2.17,2.17,4.84,4.86, ,2.17,3.24,3.25, , , ,4.86,3.25,3.22,3.25,1.44,2.16,7.28,3.25,7.32,3.24,3.24,1.44,4.87,4.86, ,3.23,4.85,2.15, ,3.25,3.24,2.16, ,2.16,4.87,7.28, ,7.32,3.25,2.16,2.16,1.44,2.16,1.46,3.24, ,4.87,3.24,2.17,2.15,3.24,7.27,3.23, ,4.89,4.89,3.25,10.96,7.28,4.87
 ,5.82,1.73, ,2.59, , ,1.72,3.89, ,3.91,3.91,1.72, ,1.73,5.86,8.78,2.62, , ,8.77, ,1.73,3.88,3.9, ,2.59,3.89,1.15,8.74,8.74,8.74,3.9, ,8.77,3.89,3.91,1.16,1.16,2.6,2.6,5.81,3.89, ,1.74,2.59,3.9, , , ,3.89,3.9,3.86,3.9,1.73,2.59,8.74,3.9,8.78,3.89,3.89,1.15,5.84,5.83, ,2.58,5.82,2.58, ,2.6,2.59,1.73, ,2.59,3.9,8.74, ,5.86,3.9,2.59,1.73,1.73,1.73,1.17,3.89, ,3.9,2.59,2.6,2.58,3.89,8.72,3.88, ,3.91,3.91,3.9, ,5.82,5.84
 ,4.66,1.38, ,2.07, , ,1.38,4.67, ,3.13,4.69,1.38, ,1.38,7.03,7.02,3.14, , ,10.52, ,2.08,4.66,4.68, ,3.11,4.67,1.38,10.49,10.49,10.49,3.12, ,7.02,3.11,4.69,0.93,1.39,3.12,3.12,6.97,4.67, ,2.09,3.11,3.12, , , ,3.11,4.68,4.63,4.68,2.08,2.07,10.49,4.68,10.54,4.67,3.11,1.38,4.67,4.66, ,3.1,6.98,2.06, ,2.08,3.11,2.08, ,3.11,3.12,10.49, ,4.69,3.12,3.11,1.38,1.38,2.08,0.94,4.67, ,4.68,3.11,3.12,3.1,3.11,10.46,3.1, ,3.13,3.13,3.12, ,6.98,4.67
 ,5.59,1.1, ,2.48, , ,1.1,3.74, ,3.76,3.75,1.1, ,1.1,5.62,8.42,3.77, , , , ,1.66,5.59,3.74, ,3.73,3.74,1.1, , , ,2.5, ,5.62,3.73,3.75, ,1.11,3.74,2.5,5.58,5.6, ,1.67,3.73,2.5, , , ,2.49,5.62,3.7,3.74,1.66,2.48, ,5.62, ,5.6,2.49,1.66,3.74,3.73, ,3.72,5.58,1.65, ,2.5,3.73,1.66, ,2.49,2.5, , ,3.75,3.74,2.49,1.1,1.1,2.5, ,5.6, ,3.74,3.73,3.74,3.72,3.73, ,3.72, ,3.76,2.5,3.74, ,5.58,3.74
 ,6.71,0.88, ,2.98, , ,1.32,4.49, ,4.51,4.5,0.88, ,0.88,6.74,6.74,3.02, , , , ,1.33,6.71,4.49, ,4.48,2.99,1.32, , , ,3.0, ,6.74,4.48,4.5, ,0.89,4.49,3.0,6.7,6.72, ,2.0,4.48,3.0, , , ,2.99,6.74,4.44,2.99,1.99,1.98, ,6.74, ,4.48,1.99,1.99,2.99,4.48, ,2.98,6.7,1.32, ,2.0,4.48,1.33, ,1.99,3.0, , ,3.0,4.49,1.99,0.88,0.88,2.0, ,6.72, ,4.49,2.98,2.99,4.46,4.48, ,4.46, ,4.51,2.0,2.99, ,6.7,2.99
 ,8.05, , ,2.38, , ,1.58,5.39, ,5.41,5.4, , , ,5.39,5.39,3.62, , , , ,1.6,8.05,5.39, ,5.38,2.39,1.58, , , ,3.6, ,8.09,3.58,5.4, , ,5.39,2.4,5.36,8.06, ,1.6,5.38,2.4, , , ,3.59,5.39,5.33,2.39,1.59,1.58, ,8.09, ,5.38,1.59,1.59,3.59,5.38, ,3.58,5.36,1.58, ,2.4,5.38,1.06, ,2.39,2.4, , ,2.4,5.39,2.39, , ,2.4, ,5.38, ,3.59,2.38,3.59,3.57,3.58, ,5.35, ,3.61,1.6,3.59, ,5.36,2.39
 ,9.66, , ,2.86, , ,1.9,6.47, ,6.49,6.48, , , ,4.31,6.47,4.34, , , , ,1.28,9.66,6.47, ,6.46,1.91,1.9, , , ,4.32, ,9.71,4.3,6.48, , ,4.31,2.88,6.43,9.67, ,1.92,4.3,1.92, , , ,2.87,6.47,6.4,2.87,1.91,1.26, ,6.47, ,4.3,1.27,1.27,4.31,4.3, ,2.86,4.29,1.9, ,2.88,6.46,1.27, ,2.87,2.88, , ,1.92,6.47,2.87, , ,2.88, ,6.46, ,2.87,2.86,4.31,4.28,4.3, ,4.28, ,4.33,1.92,2.87, ,4.29,1.91
 ,7.73, , ,2.29, , ,1.52,5.18, ,7.79,7.78, , , ,3.45,7.76,3.47, , , , ,1.54,11.59,5.18, ,5.17,2.29,2.28, , , ,3.46, ,11.65,3.44,5.18, , ,5.17,3.46,7.72,11.6, ,2.3,5.16,1.54, , , ,2.3,7.76,5.12,3.44,2.29,1.51, ,5.18, ,3.44,1.02,1.52,5.17,5.16, ,3.43,3.43,1.52, ,3.46,7.75,1.02, ,3.44,3.46, , ,1.54,5.18,2.3, , ,3.46, ,7.75, ,2.3,2.29,5.17,3.42,5.16, ,3.42, ,5.2,1.54,3.44, ,5.15,1.53
 ,6.18, , ,1.83, , ,1.22,6.22, ,6.23,9.34, , , ,2.76,6.21,4.16, , , , ,1.85, ,6.22, ,6.2,2.75,2.74, , , ,2.77, , ,2.75,6.22, , ,4.14,4.15,9.26, , ,2.76,6.19,1.85, , , ,2.76,9.31,6.14,4.13,2.75,1.81, ,6.22, ,2.75,0.82,1.82,4.14,6.19, ,4.12,2.74,1.82, ,4.15,9.3,1.22, ,4.13,4.15, , ,1.23,4.14,2.76, , ,4.15, ,9.3, ,2.76,2.75,6.2,4.1,4.13, ,2.74, ,6.24,1.23,2.75, ,6.18,1.84
 ,4.94, , ,2.2, , ,1.46,4.98, ,4.98,7.47, , , ,2.21,4.97,3.33, , , , ,2.22, ,4.98, ,7.44,2.2,3.29, , , ,3.32, , ,2.2,7.46, , ,4.97,4.98,11.11, , ,3.31,7.43,1.48, , , ,3.31,7.45,7.37,4.96,2.2,2.17, ,4.98, ,2.2, ,1.46,4.97,4.95, ,4.94,3.29,1.46, ,4.98,11.16,1.46, ,4.96,4.98, , ,1.48,3.31,2.21, , ,3.32, ,7.44, ,3.31,3.3,4.96,3.28,4.96, ,3.29, ,4.99,1.48,2.2, ,4.94,2.21
 ,5.93, , ,2.64, , ,1.75,5.98, ,5.98,5.98, , , ,1.77,5.96,2.66, , , , ,2.66, ,3.98, ,5.95,2.64,3.95, , , ,3.98, , ,1.76,5.97, , ,5.96,3.98, , , ,2.65,5.94,1.78, , , ,3.97,8.94,8.84,3.97,1.76,2.6, ,5.98, ,2.64, ,1.17,5.96,5.94, ,5.93,2.63,1.17, ,5.98, ,1.75, ,3.97,5.98, , ,1.18,3.97,1.77, , ,3.98, ,8.93, ,3.97,2.64,5.95,3.94,3.97, ,3.95, ,5.99,1.78,1.76, ,5.93,1.77
 ,7.12, , ,3.17, , ,2.1,4.78, ,4.78,4.78, , , ,2.12,4.77,2.13, , , , ,2.13, ,3.18, ,7.14,3.17,4.74, , , ,4.78, , ,2.11,4.78, , ,7.15,4.78, , , ,3.18,7.13,2.14, , , ,3.18,7.15,7.07,4.76,1.41,3.12, ,7.18, ,3.17, ,1.4,4.77,7.13, ,7.12,2.1,1.4, ,4.78, ,2.1, ,3.18,7.18, , ,0.94,4.76,2.12, , ,3.18, ,7.14, ,4.76,3.17,4.76,4.73,4.76, ,4.74, ,7.19,2.14,2.11, ,4.74,1.42
 ,8.54, , ,2.54, , ,2.52,3.82, ,3.82,5.74, , , ,1.7,5.72,2.56, , , , ,1.7, ,3.82, ,8.57,3.8,3.79, , , ,5.74, , ,1.69,5.74, , ,8.58,5.74, , , ,2.54,8.56,1.71, , , ,2.54,5.72,5.66,5.71,1.69,2.5, ,8.62, ,3.8, ,1.68,3.82,8.56, ,8.54,2.52,1.68, ,3.82, ,2.52, ,2.54,5.74, , , ,3.81,2.54, , ,3.82, ,5.71, ,5.71,3.8,5.71,5.68,5.71, ,3.79, ,5.75,1.71,2.53, ,5.69,1.14
 ,6.83, , ,3.05, , ,2.02,3.06, ,3.06,6.89, , , ,1.36,6.86,3.07, , , , ,2.04, ,4.58, ,10.28,4.56,4.55, , , ,6.89, , ,2.03,4.59, , ,10.3,6.89, , , ,2.03,10.27,2.05, , , ,3.05,4.58,4.53,6.85,2.03,3.0, ,10.34, ,4.56, ,2.02,3.06,10.27, ,6.83,3.02,2.02, ,3.06, ,3.02, ,3.05,6.89, , , ,4.57,3.05, , ,4.58, ,6.85, ,6.85,4.56,4.57,6.82,6.85, ,4.55, ,4.6,1.37,2.02, ,6.83,1.37
 ,5.46, , ,3.66, , ,2.42,3.67, ,2.45,5.51, , , ,1.63,8.23,3.68, , , , ,2.45, ,3.66, , ,3.65,5.46, , , ,5.51, , ,2.44,3.67, , , ,5.51, , , ,1.62, ,1.64, , , ,2.44,3.66,5.44,8.22,2.44,2.4, , , ,5.47, ,2.42,2.45, , ,8.2,2.42,2.42, ,2.45, ,3.62, ,2.44,8.27, , , ,5.48,3.66, , ,3.66, ,5.48, ,8.22,3.65,5.48,8.18,5.48, ,3.64, ,3.68,1.64,1.62, ,8.2,1.1
 ,6.55, , ,4.39, , ,1.94,4.4, ,2.94,4.41, , , ,1.3,9.88,2.94, , , , ,1.96, ,2.93, , ,4.38,6.55, , , ,4.41, , ,2.93,2.94, , , ,6.61, , , ,1.94, ,1.97, , , ,1.95,4.39,6.53,6.58,1.95,1.92, , , ,4.38, ,1.94,2.94, , ,9.84,2.9,2.9, ,2.94, ,4.34, ,1.95,9.92, , , ,4.38,4.39, , ,4.39, ,6.58, ,9.86,4.38,6.58,9.82,6.58, ,4.37, ,2.94,1.31,1.3, ,9.84,0.88
 ,7.86, , ,3.51, , ,2.33,5.28, ,2.35,3.53, , , ,1.56,7.9,2.35, , , , ,2.35, ,2.34, , ,3.5,7.86, , , ,5.29, , ,3.52,2.35, , , ,5.29, , , ,1.55, ,1.58, , , ,1.56,5.27,7.84,7.9,1.56,1.54, , , ,5.26, ,1.55,3.53, , ,11.81,2.32,3.48, ,2.35, ,5.21, ,1.56,7.94, , , ,5.26,5.27, , ,3.51, ,7.9, ,7.89,3.5,5.26,11.78,7.9, ,5.24, ,3.53,1.05,1.04, ,7.87, 
 ,6.29, , ,4.21, , ,2.8,6.34, ,2.82,2.82, , , ,1.25,9.48,2.82, , , , ,2.82, ,1.87, , ,2.8,9.43, , , ,6.35, , ,2.82,2.82, , , ,6.35, , , ,1.86, ,1.9, , , ,1.87,6.32,9.41,6.32,1.87,1.85, , , ,6.31, ,1.24,4.24, , , ,2.78,2.78, ,2.82, ,6.25, ,1.87,9.53, , , ,6.31,4.22, , ,2.81, ,9.48, ,6.31,4.2,6.31, ,6.32, ,4.19, ,4.24,1.26,1.25, ,9.44, 
 ,5.03, , ,5.05, , ,2.24,7.61, ,3.38,3.38, , , ,1.0,11.38,2.26, , , , ,2.26, ,2.24, , ,3.36,11.32, , , ,5.08, , ,3.38,3.38, , , ,5.08, , , ,2.23, ,1.52, , , ,1.5,7.58,11.29,7.58,1.5,1.48, , , ,7.57, ,1.49,5.09, , , ,3.34,3.34, ,2.26, ,7.5, ,1.5,11.44, , , ,5.05,5.06, , ,2.25, ,11.38, ,7.57,3.36,7.57, ,7.58, ,5.03, ,3.39,1.01,1.5, ,11.33, 
 ,6.04, , ,6.06, , ,2.69,9.13, ,4.06,4.06, , , ,0.8, ,1.81, , , , ,1.81, ,1.79, , ,2.69, , , , ,4.06, , ,2.7,2.7, , , ,6.1, , , ,2.68, ,1.22, , , ,1.8,6.06, ,9.1,1.8,1.18, , , ,6.06, ,1.19,4.07, , , ,2.67,2.67, ,1.81, ,9.0, ,1.2, , , , ,6.06,4.05, , ,2.7, , , ,9.08,4.03,9.08, ,6.06, ,4.02, ,2.71,1.21,1.2, , , 
 ,7.25, , ,4.85, , ,3.23,10.96, ,3.25,4.87, , , , , ,1.45, , , , ,1.45, ,2.15, , ,3.23, , , , ,3.25, , ,2.16,3.24, , , ,7.32, , , ,2.14, ,1.46, , , ,2.16,4.85, ,7.28,2.16,1.42, , , ,4.85, ,0.95,4.88, , , ,3.2,3.2, ,1.45, ,7.2, ,1.44, , , , ,4.85,3.24, , ,2.16, , , ,7.26,4.84,7.26, ,7.27, ,4.82, ,2.17,1.45,1.44, , , 
 ,8.7, , ,5.82, , ,3.88, , ,3.9,5.84, , , , , ,1.16, , , , ,1.74, ,2.58, , ,3.88, , , , ,2.6, , ,1.73,3.89, , , ,8.78, , , ,1.71, ,1.17, , , ,2.59,3.88, ,8.74,2.59,1.7, , , ,3.88, , ,3.9, , , ,2.56,2.56, ,1.16, ,8.64, ,1.73, , , , ,5.82,2.59, , ,1.73, , , ,8.71,5.81,5.81, ,8.72, ,3.86, ,2.6,1.74,1.73, , , 
