Trial_1,Trial_2,Trial_3,Trial_4,Trial_5,Trial_6,Trial_7,Trial_8,Trial_9,Trial_10,Trial_11,Trial_12,Trial_13,Trial_14,Trial_15,Trial_16,Trial_17,Trial_18,Trial_19,Trial_20,Trial_21,Trial_22,Trial_23,Trial_24,Trial_25,Trial_26,Trial_27,Trial_28,Trial_29,Trial_30,Trial_31,Trial_32,Trial_33,Trial_34,Trial_35,Trial_36,Trial_37,Trial_38,Trial_39,Trial_40,Trial_41,Trial_42,Trial_43,Trial_44,Trial_45,Trial_46,Trial_47,Trial_48,Trial_49,Trial_50,Trial_51,Trial_52,Trial_53,Trial_54,Trial_55,Trial_56,Trial_57,Trial_58,Trial_59,Trial_60,Trial_61,Trial_62,Trial_63,Trial_64,Trial_65,Trial_66,Trial_67,Trial_68,Trial_69,Trial_70,Trial_71,Trial_72,Trial_73,Trial_74,Trial_75,Trial_76,Trial_77,Trial_78,Trial_79,Trial_80,Trial_81,Trial_82,Trial_83,Trial_84,Trial_85,Trial_86,Trial_87,Trial_88,Trial_89,Trial_90,Trial_91,Trial_92,Trial_93,Trial_94,Trial_95,Trial_96,Trial_97,Trial_98,Trial_99,Trial_100
 , , , , , ,5.71, , , , , ,8.56,5.7, , ,5.7,5.7,8.57, , , , , ,5.7, , , , , , ,3.82,1.69, ,5.71, ,5.7,8.56,3.8, , , , ,5.71,3.8,3.8, ,8.57, , , ,5.7,3.8, , ,8.57, , , , ,8.56,5.7,5.71,3.8, , ,3.8, ,3.8, , ,5.71, ,8.56, ,2.54, ,3.8, , , ,8.56, ,2.54,8.57, ,5.7,2.54,2.54, ,5.71,5.71,5.7, ,8.57, , , ,1.69, 
 , , , , , ,4.57, , , , , ,10.27,6.84, , ,6.84,6.84,10.28, , , , , ,4.56, , , , , , ,3.06,2.03, ,6.85, ,4.56,6.85,4.56, , , , ,4.57,3.04,3.04, ,10.28, , , ,6.84,4.56, , ,6.86, , , , ,6.85,6.84,6.85,3.04, , ,3.04, ,3.04, , ,6.85, ,6.85, ,3.05, ,4.56, , , ,10.27, ,2.03,10.28, ,4.56,3.05,3.05, ,6.85,6.85,6.84, ,10.28, , , ,1.35, 
 , , , , , ,5.48, , , , , , ,8.21, , ,5.47,5.47, , , , , , ,5.47, , , , , , ,3.67,2.44, ,8.22, ,5.47,8.22,3.65, , , , ,5.48,3.65,2.43, , , , , ,8.21,5.47, , ,8.23, , , , ,5.48,8.21,5.48,2.43, , ,2.43, ,3.65, , ,5.48, ,8.22, ,2.44, ,3.65, , , , , ,2.44, , ,5.47,2.44,3.66, ,8.22,8.22,8.21, , , , , ,1.08, 
 , , , , , ,4.38, , , , , , ,9.85, , ,6.56,6.56, , , , , , ,4.38, , , , , , ,2.94,1.95, ,6.58, ,4.38,9.86,4.38, , , , ,4.38,4.38,2.92, , , , , ,6.57,6.56, , ,9.88, , , , ,6.58,6.57,6.58,1.94, , ,1.94, ,4.38, , ,6.58, ,9.86, ,2.93, ,4.38, , , , , ,1.95, , ,6.56,2.93,4.39, ,9.86,9.86,9.85, , , , , ,1.3, 
 , , , , , ,3.5, , , , , , ,11.82, , ,7.87,7.87, , , , , , ,3.5, , , , , , ,3.53,1.56, ,5.26, ,3.5,7.89,3.5, , , , ,3.5,3.5,2.34, , , , , ,7.88,5.25, , ,11.86, , , , ,7.9,7.88,5.26,2.33, , ,1.55, ,3.5, , ,7.9, ,7.89, ,2.34, ,3.5, , , , , ,2.34, , ,5.25,3.52,3.51, ,11.83,7.89,11.82, , , , , ,1.56, 
 , , , , , ,4.2, , , , , , , , , ,9.44,9.44, , , , , , ,4.2, , , , , , ,2.82,1.87, ,4.21, ,2.8,9.47,2.8, , , , ,4.2,4.2,1.87, , , , , ,6.3,4.2, , , , , , , ,9.48,9.46,6.31,1.86, , ,1.86, ,4.2, , ,9.48, ,6.31, ,2.81, ,2.8, , , , , ,2.81, , ,6.3,2.82,4.21, , ,6.31, , , , , , ,1.87, 
 , , , , , ,5.04, , , , , , , , , ,7.55,11.33, , , , , , ,3.36, , , , , , ,3.38,2.24, ,5.05, ,3.36,7.58,2.24, , , , ,5.04,5.04,2.24, , , , , ,7.56,5.04, , , , , , , ,7.58,11.35,5.05,2.23, , ,1.49, ,5.04, , ,7.58, ,5.05, ,2.25, ,2.24, , , , , ,3.37, , ,7.56,3.38,3.37, , ,7.57, , , , , , ,2.24, 
 , , , , , ,6.05, , , , , , , , , ,6.04, , , , , , , ,2.69, , , , , , ,4.06,1.79, ,6.06, ,2.69,9.1,1.79, , , , ,4.03,4.03,1.79, , , , , ,6.05,4.03, , , , , , , ,9.1, ,6.06,1.78, , ,1.79, ,4.03, , ,6.06, ,6.06, ,2.7, ,2.69, , , , , ,2.7, , ,9.07,4.06,2.7, , ,9.08, , , , , , ,2.69, 
 , , , , , ,7.26, , , , , , , , , ,7.25, , , , , , , ,2.15, , , , , , ,4.87,1.43, ,4.85, ,3.23,10.92,2.15, , , , ,4.84,4.84,1.43, , , , , ,7.26,3.22, , , , , , , ,10.92, ,7.27,1.42, , ,2.15, ,4.84, , ,7.27, ,7.27, ,3.24, ,3.23, , , , , ,2.16, , ,10.88,4.87,3.24, , ,10.9, , , , , , ,3.23, 
 , , , , , ,8.71, , , , , , , , , ,5.8, , , , , , , ,2.58, , , , , , ,3.9,1.72, ,5.82, ,3.88, ,1.72, , , , ,5.81,3.87,1.72, , , , , ,8.71,2.58, , , , , , , , , ,5.82,1.14, , ,1.72, ,3.87, , ,8.72, ,8.72, ,3.89, ,3.88, , , , , ,1.73, , , ,3.9,2.59, , , , , , , , , ,2.58, 
 , , , , , ,10.45, , , , , , , , , ,6.96, , , , , , , ,3.1, , , , , , ,4.68,1.38, ,6.98, ,3.1, ,2.06, , , , ,6.97,4.64,1.38, , , , , ,10.45,3.1, , , , , , , , , ,4.66,1.37, , ,2.06, ,4.64, , ,10.46, ,10.46, ,4.67, ,3.1, , , , , ,2.08, , , ,4.68,3.11, , , , , , , , , ,3.1, 
 , , , , , , , , , , , , , , , ,5.57, , , , , , , ,3.72, , , , , , ,3.74,1.66, ,5.58, ,3.72, ,1.65, , , , ,5.58,5.57,1.66, , , , , , ,3.72, , , , , , , , , ,3.73,1.64, , ,2.47, ,3.71, , , , , , ,3.74, ,2.48, , , , , ,2.5, , , ,5.62,2.49, , , , , , , , , ,3.72, 
 , , , , , , , , , , , , , , , ,4.46, , , , , , , ,4.46, , , , , , ,4.49,1.33, ,6.7, ,2.98, ,1.32, , , , ,6.7,4.46,1.33, , , , , , ,2.98, , , , , , , , , ,4.48,1.97, , ,1.98, ,2.97, , , , , , ,4.49, ,2.98, , , , , ,3.0, , , ,4.5,2.99, , , , , , , , , ,4.46, 
 , , , , , , , , , , , , , , , ,5.35, , , , , , , ,3.57, , , , , , ,5.39,1.6, ,5.36, ,2.38, ,1.58, , , , ,5.36,5.35,1.06, , , , , , ,2.38, , , , , , , , , ,3.58,1.58, , ,2.38, ,3.56, , , , , , ,3.59, ,3.58, , , , , ,2.4, , , ,5.4,3.59, , , , , , , , , ,3.57, 
 , , , , , , , , , , , , , , , ,4.28, , , , , , , ,2.86, , , , , , ,6.47,1.28, ,4.29, ,2.86, ,1.9, , , , ,4.29,6.42,1.27, , , , , , ,2.86, , , , , , , , , ,4.3,1.9, , ,1.9, ,4.27, , , , , , ,2.87, ,2.86, , , , , ,2.88, , , ,6.48,2.87, , , , , , , , , ,4.28, 
 , , , , , , , , , , , , , , , ,3.42, , , , , , , ,3.43, , , , , , ,5.18,1.54, ,5.15, ,2.29, ,1.52, , , , ,5.15,5.14,1.52, , , , , , ,2.29, , , , , , , , , ,5.16,1.52, , ,1.52, ,5.12, , , , , , ,2.3, ,3.43, , , , , ,3.46, , , ,5.18,2.3, , , , , , , , , ,5.14, 
 , , , , , , , , , , , , , , , ,4.1, , , , , , , ,4.12, , , , , , ,6.22,1.23, ,6.18, ,1.83, ,1.22, , , , ,4.12,6.17,1.82, , , , , , ,2.75, , , , , , , , , ,4.13,1.82, , ,1.82, ,4.1, , , , , , ,2.76, ,2.74, , , , , ,2.77, , , ,6.22,2.76, , , , , , , , , ,6.17, 
 , , , , , , , , , , , , , , , ,4.92, , , , , , , ,4.94, , , , , , ,7.46,0.98, ,7.42, ,1.46, ,0.98, , , , ,3.3,4.94,1.46, , , , , , ,2.2, , , , , , , , , ,4.96,2.18, , ,2.18, ,3.28, , , , , , ,3.31, ,2.19, , , , , ,3.32, , , ,4.98,3.31, , , , , , , , , ,4.94, 
 , , , , , , , , , , , , , , , ,5.9, , , , , , , ,5.93, , , , , , ,5.97, , ,8.9, ,1.75, , , , , , ,2.64,3.95,1.75, , , , , , ,2.64, , , , , , , , , ,5.95,2.62, , ,1.74, ,3.94, , , , , , ,3.97, ,1.75, , , , , ,2.66, , , ,3.98,2.65, , , , , , , , , ,5.93, 
 , , , , , , , , , , , , , , , ,7.08, , , , , , , ,7.12, , , , , , ,4.78, , ,10.68, ,2.1, , , , , , ,2.11,4.74,2.1, , , , , , ,3.17, , , , , , , , , ,7.14,2.1, , ,2.09, ,4.73, , , , , , ,4.76, ,2.1, , , , , ,3.19, , , ,3.18,2.12, , , , , , , , , ,7.12, 
 , , , , , , , , , , , , , , , ,8.5, , , , , , , ,8.54, , , , , , ,5.74, , , , ,2.52, , , , , , ,2.53,3.79,2.52, , , , , , ,2.54, , , , , , , , , ,8.57,1.68, , ,2.51, ,5.68, , , , , , ,3.81, ,2.52, , , , , ,3.83, , , ,3.82,1.7, , , , , , , , , ,8.54, 
 , , , , , , , , , , , , , , , ,6.8, , , , , , , ,10.25, , , , , , ,6.89, , , , ,3.02, , , , , , ,2.02,4.55,3.02, , , , , , ,3.05, , , , , , , , , ,10.28,1.34, , ,2.01, ,6.82, , , , , , ,4.57, ,3.02, , , , , ,4.6, , , ,3.06,2.04, , , , , , , , , ,6.83, 
 , , , , , , , , , , , , , , , ,8.16, , , , , , , , , , , , , , ,8.27, , , , ,3.62, , , , , , ,1.62,3.64,3.62, , , , , , ,2.44, , , , , , , , , , ,1.61, , ,1.61, ,8.18, , , , , , ,3.66, ,2.42, , , , , ,3.68, , , ,3.67,2.45, , , , , , , , , ,5.46, 
 , , , , , , , , , , , , , , , ,6.53, , , , , , , , , , , , , , ,9.92, , , , ,2.9, , , , , , ,1.3,4.37,2.9, , , , , , ,1.95, , , , , , , , , , ,1.93, , ,1.93, ,9.82, , , , , , ,4.39, ,2.9, , , , , ,4.42, , , ,4.4,2.94, , , , , , , , , ,6.55, 
 , , , , , , , , , , , , , , , ,5.22, , , , , , , , , , , , , , ,11.9, , , , ,3.48, , , , , , ,1.56,3.5,3.48, , , , , , ,1.56, , , , , , , , , , ,2.32, , ,1.54, ,11.78, , , , , , ,3.51, ,2.32, , , , , ,3.54, , , ,3.52,3.53, , , , , , , , , ,5.24, 
 , , , , , , , , , , , , , , , ,4.18, , , , , , , , , , , , , , , , , , , ,4.18, , , , , , ,1.87,2.8,2.78, , , , , , ,1.87, , , , , , , , , , ,2.78, , ,1.85, , , , , , , , ,4.21, ,2.78, , , , , ,4.25, , , ,2.82,2.82, , , , , , , , , ,6.29, 
 , , , , , , , , , , , , , , , ,5.02, , , , , , , , , , , , , , , , , , , ,3.34, , , , , , ,2.24,3.36,2.22, , , , , , ,2.24, , , , , , , , , , ,2.22, , ,2.22, , , , , , , , ,5.05, ,3.34, , , , , ,5.1, , , ,3.38,3.38, , , , , , , , , ,7.55, 
 , , , , , , , , , , , , , , , ,4.02, , , , , , , , , , , , , , , , , , , ,2.67, , , , , , ,1.79,4.03,1.78, , , , , , ,1.79, , , , , , , , , , ,2.66, , ,2.66, , , , , , , , ,6.06, ,4.01, , , , , ,6.12, , , ,4.06,2.7, , , , , , , , , ,9.06, 
 , , , , , , , , , , , , , , , ,4.82, , , , , , , , , , , , , , , , , , , ,3.2, , , , , , ,2.15,4.84,2.14, , , , , , ,2.15, , , , , , , , , , ,3.19, , ,3.19, , , , , , , , ,7.27, ,4.81, , , , , ,7.34, , , ,4.87,2.16, , , , , , , , , ,10.87, 
 , , , , , , , , , , , , , , , ,5.78, , , , , , , , , , , , , , , , , , , ,3.84, , , , , , ,2.58,5.81,1.71, , , , , , ,1.72, , , , , , , , , , ,3.83, , ,2.55, , , , , , , , ,8.72, ,3.85, , , , , ,8.81, , , ,3.9,1.73, , , , , , , , , , , 
 , , , , , , , , , , , , , , , ,6.94, , , , , , , , , , , , , , , , , , , ,3.07, , , , , , ,3.1,6.97,2.05, , , , , , ,2.06, , , , , , , , , , ,4.6, , ,2.04, , , , , , , , ,10.46, ,4.62, , , , , ,7.05, , , ,4.68,2.08, , , , , , , , , , , 
 , , , , , , , , , , , , , , , ,8.33, , , , , , , , , , , , , , , , , , , ,3.68, , , , , , ,3.72,8.36,1.64, , , , , , ,1.65, , , , , , , , , , ,3.68, , ,1.63, , , , , , , , , , ,5.54, , , , , ,5.64, , , ,5.62,2.5, , , , , , , , , , , 
 , , , , , , , , , , , , , , , ,10.0, , , , , , , , , , , , , , , , , , , ,2.94, , , , , , ,4.46,10.03,1.97, , , , , , ,1.98, , , , , , , , , , ,2.94, , ,1.96, , , , , , , , , , ,4.43, , , , , ,4.51, , , ,6.74,2.0, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.35, , , , , , ,3.57, ,1.58, , , , , , ,2.38, , , , , , , , , , ,3.53, , ,2.35, , , , , , , , , , ,5.32, , , , , ,5.41, , , ,5.39,1.6, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.88, , , , , , ,4.28, ,1.26, , , , , , ,2.86, , , , , , , , , , ,4.24, , ,2.82, , , , , , , , , , ,6.38, , , , , ,6.49, , , ,4.31,1.92, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.26, , , , , , ,5.14, ,1.01, , , , , , ,3.43, , , , , , , , , , ,5.09, , ,3.38, , , , , , , , , , ,5.1, , , , , ,7.79, , , ,5.17,2.3, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.81, , , , , , ,6.17, ,1.21, , , , , , ,4.12, , , , , , , , , , ,6.11, , ,2.7, , , , , , , , , , ,6.12, , , , , ,9.35, , , ,4.14,1.84, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.17, , , , , , ,4.94, ,0.97, , , , , , ,4.94, , , , , , , , , , ,4.89, , ,3.24, , , , , , , , , , ,7.34, , , , , ,11.22, , , ,4.97,2.21, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.6, , , , , , ,5.93, , , , , , , , ,5.93, , , , , , , , , , ,5.87, , ,3.89, , , , , , , , , , ,8.81, , , , , , , , , ,5.96,1.77, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.12, , , , , , ,4.74, , , , , , , , ,4.74, , , , , , , , , , ,4.7, , ,4.67, , , , , , , , , , ,10.57, , , , , , , , , ,4.77,2.12, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.5, , , , , , ,5.69, , , , , , , , ,3.79, , , , , , , , , , ,5.64, , ,5.6, , , , , , , , , , , , , , , , , , , , ,5.72,2.54, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.0, , , , , , ,6.83, , , , , , , , ,4.55, , , , , , , , , , ,6.77, , ,4.48, , , , , , , , , , , , , , , , , , , , ,4.58,3.05, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.6, , , , , , ,8.2, , , , , , , , ,3.64, , , , , , , , , , ,8.12, , ,5.38, , , , , , , , , , , , , , , , , , , , ,5.5,3.66, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.92, , , , , , ,6.56, , , , , , , , ,4.37, , , , , , , , , , ,6.5, , ,6.46, , , , , , , , , , , , , , , , , , , , ,4.4,4.39, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.3, , , , , , ,5.25, , , , , , , , ,5.24, , , , , , , , , , ,7.8, , ,5.17, , , , , , , , , , , , , , , , , , , , ,5.28,5.27, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.76, , , , , , ,4.2, , , , , , , , ,6.29, , , , , , , , , , ,6.24, , ,4.14, , , , , , , , , , , , , , , , , , , , ,6.34,6.32, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.21, , , , , , ,3.36, , , , , , , , ,5.03, , , , , , , , , , ,4.99, , ,3.31, , , , , , , , , , , , , , , , , , , , ,5.07,5.06, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.77, , , , , , ,4.03, , , , , , , , ,6.04, , , , , , , , , , ,3.99, , ,3.97, , , , , , , , , , , , , , , , , , , , ,6.08,4.05, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.42, , , , , , ,3.22, , , , , , , , ,7.25, , , , , , , , , , ,3.19, , ,4.76, , , , , , , , , , , , , , , , , , , , ,7.3,3.24, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.7, , , , , , ,3.86, , , , , , , , ,8.7, , , , , , , , , , ,2.55, , ,5.71, , , , , , , , , , , , , , , , , , , , ,8.76,3.89, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.36, , , , , , ,4.63, , , , , , , , ,10.44, , , , , , , , , , ,2.04, , ,6.85, , , , , , , , , , , , , , , , , , , , ,10.51,4.67, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.63, , , , , , ,5.56, , , , , , , , , , , , , , , , , , , ,2.45, , ,8.22, , , , , , , , , , , , , , , , , , , , , ,5.6, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.96, , , , , , ,6.67, , , , , , , , , , , , , , , , , , , ,2.94, , ,6.58, , , , , , , , , , , , , , , , , , , , , ,4.48, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.35, , , , , , ,8.0, , , , , , , , , , , , , , , , , , , ,3.53, , ,5.26, , , , , , , , , , , , , , , , , , , , , ,5.38, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.88, , , , , , ,6.4, , , , , , , , , , , , , , , , , , , ,4.24, , ,6.31, , , , , , , , , , , , , , , , , , , , , ,4.3, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.26, , , , , , ,7.68, , , , , , , , , , , , , , , , , , , ,5.09, , ,7.57, , , , , , , , , , , , , , , , , , , , , ,3.44, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.71, , , , , , ,9.22, , , , , , , , , , , , , , , , , , , ,6.11, , ,6.06, , , , , , , , , , , , , , , , , , , , , ,2.75, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.25, , , , , , ,11.06, , , , , , , , , , , , , , , , , , , ,7.33, , ,7.27, , , , , , , , , , , , , , , , , , , , , ,3.3, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.9, , , , , , , , , , , , , , , , , , , , , , , , , , ,5.86, , ,8.72, , , , , , , , , , , , , , , , , , , , , ,3.96, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.68, , , , , , , , , , , , , , , , , , , , , , , , , , ,4.69, , ,10.46, , , , , , , , , , , , , , , , , , , , , ,4.75, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.62, , , , , , , , , , , , , , , , , , , , , , , , , , ,5.63, , , , , , , , , , , , , , , , , , , , , , , , ,3.8, , , , , , , , , , , 
